method,checkpoint,probe_checkpoint,query_entries,source_query_cases,avg_kept_in_pool,avg_pred_hamming_kept,avg_query_margin_kept,macro_Recall@1,macro_Recall@5,macro_Recall@10,macro_Precision@1,macro_Precision@5,macro_Precision@10,micro_Recall@1,micro_Recall@5,micro_Recall@10,micro_Precision@1,micro_Precision@5,micro_Precision@10
B_cal_soft_lq010_lh010_ls005_f1,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,500.0,6.389276716707117,0.0739908213140175,0.0984444659479051,0.2891477824000402,0.4081213048310564,0.0984444659479051,0.0837256059943793,0.0699971991704388,0.077030134333777,0.2335713421275565,0.3416737262495462,0.077030134333777,0.0635725523417638,0.0564111097664281
B_cal_soft_lq010_lh010_ls005_precisionrecallmid,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,500.0,5.81498115467099,0.1102532376276808,0.0984444659479051,0.2891477824000402,0.4081213048310564,0.0984444659479051,0.0837256059943793,0.0699971991704388,0.077030134333777,0.2335713421275565,0.3416737262495462,0.077030134333777,0.0635725523417638,0.0564111097664281
B_cal_soft_lq015_lh010_ls005_accuracy,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,500.0,4.773189746668447,0.0520655203169328,0.0970260449589981,0.2836030536485845,0.4030915139106909,0.0970260449589981,0.0817107039144684,0.0691148779293008,0.0747609826939368,0.2293355923998547,0.3332929928597362,0.0747609826939368,0.0622171124288993,0.0548378312961389
B_cal_soft_lq015_lh010_ls005_balancedaccuracy,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,500.0,8.14207336125154,0.2529551501815172,0.0970260449589981,0.2836030536485845,0.4030915139106909,0.0970260449589981,0.0817107039144684,0.0691148779293008,0.0747609826939368,0.2293355923998547,0.3332929928597362,0.0747609826939368,0.0622171124288993,0.0548378312961389
B_cal_soft_lq015_lh010_ls005_f1,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,500.0,6.389276716707117,0.0739908213140175,0.0970260449589981,0.2836030536485845,0.4030915139106909,0.0970260449589981,0.0817107039144684,0.0691148779293008,0.0747609826939368,0.2293355923998547,0.3332929928597362,0.0747609826939368,0.0622171124288993,0.0548378312961389
B_cal_soft_lq015_lh010_ls005_precisionrecallmid,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,500.0,5.81498115467099,0.1102532376276808,0.0970260449589981,0.2836030536485845,0.4030915139106909,0.0970260449589981,0.0817107039144684,0.0691148779293008,0.0747609826939368,0.2293355923998547,0.3332929928597362,0.0747609826939368,0.0622171124288993,0.0548378312961389
C_cal_hybrid_lh010_ls005_accuracy,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,320.75732179595786,5.199526992206869,0.2327844290246277,0.0976660473730901,0.3040346130570002,0.4378438334417305,0.0976660473730901,0.087838702633856,0.0741843342858398,0.0803582234055427,0.2469744644802129,0.3595546411714873,0.0803582234055427,0.0672576546048643,0.0596605349146792
C_cal_hybrid_lh010_ls005_balancedaccuracy,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,372.4768243979185,8.696057185009492,0.3979191393008189,0.0959033684674577,0.2904295855560364,0.417815389862134,0.0959033684674577,0.0843887554299721,0.0720272555278157,0.0783008592520876,0.2372624954616967,0.3482088829722861,0.0783008592520876,0.0642321190850774,0.0569980636572667
C_cal_hybrid_lh010_ls005_f1,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,325.08174996974464,6.93959299992609,0.2563458554757551,0.0953014658530805,0.2881614524416523,0.4284821537768797,0.0953014658530805,0.0841349372128823,0.072434385107748,0.0787546895800556,0.2449171003267578,0.3579511073460002,0.0787546895800556,0.0666707007140256,0.0593670579692599
C_cal_hybrid_lh010_ls005_precisionrecallmid,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,339.664679898342,6.269382667544389,0.2762291076490873,0.098193974494561,0.2949002788896567,0.4317285074568879,0.098193974494561,0.0840436094733675,0.0713543032153299,0.0786941788696599,0.2427084593973133,0.3570131913348662,0.0786941788696599,0.0657932954132874,0.0587861551494608
C_cal_hybrid_lh015_ls005_accuracy,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,320.75732179595786,5.199526992206869,0.2327844290246277,0.0990403854001272,0.3044620427672885,0.4420713346905,0.0990403854001272,0.0893448191820564,0.0755624167011749,0.0822643107830086,0.2529650248093912,0.3669066924845697,0.0822643107830086,0.0693331719714381,0.0613215539150423
C_cal_hybrid_lh015_ls005_balancedaccuracy,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,372.4768243979185,8.696057185009492,0.3979191393008189,0.0969211375055803,0.2896589025882926,0.422338310689018,0.0969211375055803,0.0851857914367347,0.0733290781467713,0.0798741377223768,0.2420125862277623,0.3536245915527048,0.0798741377223768,0.0660050828996725,0.0584624228488436
C_cal_hybrid_lh015_ls005_f1,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,325.08174996974464,6.93959299992609,0.2563458554757551,0.0966464507717747,0.2954891893117023,0.430416431403905,0.0966464507717747,0.086463766826912,0.0735305208348836,0.0806305216023236,0.2506051071039574,0.3648795836863124,0.0806305216023236,0.0686917584412433,0.0609463875105888
C_cal_hybrid_lh015_ls005_precisionrecallmid,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,339.664679898342,6.269382667544389,0.2762291076490873,0.0995798819091061,0.2994719707151074,0.436690954405968,0.0995798819091061,0.086385542998399,0.073057932511337,0.0806002662471257,0.2487595304368873,0.3634878373472104,0.0806002662471257,0.0678567106377821,0.0603443059421511
baseline_q_final_top10,/mnt/meditech/group1/deep_learning/cluster/artifacts/training_runs/hpsearch_hamming_weighted_v7_20260626_163418_long/hamming_weighted_v7_v7_70_001_h2_0p75_off0p7_same0p2_weak0p1_h20p75_lr5em05_beta0p75_long/checkpoints/best_val_official_like_at10.pt,/mnt/meditech/group1/deep_learning/cluster/artifacts/results/probe_reranker_v2_calibrated/probe_reranker_v2_calibrated_20260627_020152/probe/best_probe.pt,14,33052,10.0,0.0,0.0,0.0900913617599304,0.2688912082284954,0.3969843935387637,0.0900913617599304,0.0749240426025464,0.0660895499785116,0.0705857436766307,0.2198656662229214,0.3283916253176812,0.0705857436766307,0.0583141716083742,0.0520876195086524
